"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Nolan Fontana","LAA","20","35","2","2","2","1","11.4%","40.0%",".194",".000",".065",".171",".258",".194","","15","-0.3","-4.0","-0.1","-0.3","13267"
"Erick Aybar","- - -","390","1467","13","145","100","29","5.7%","13.6%",".083",".286",".253",".301",".335",".278","","72","-0.2","-49.5","-1.8","-0.3","4082"
"Ross Stripling","- - -","209","103","0","5","4","1","3.9%","36.9%",".000",".151",".088",".126",".088",".103","","-42","0.2","-18.3","12.1","-0.3","13273"
"CJ Abrams","- - -","90","302","2","33","21","7","1.7%","16.6%",".077",".291",".246",".280",".324",".267","","71","1.7","-8.5","-4.5","-0.3","25768"
"Joe McCarthy","SFG","4","10","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-2.7","-0.8","-0.3","18399"
"Shogo Akiyama","CIN","142","366","0","32","21","9","10.7%","20.2%",".050",".291",".224",".320",".274",".274","","62","1.2","-16.5","-0.6","-0.3","27461"
"Allan Dykstra","TBR","13","38","1","3","4","0","15.8%","31.6%",".097",".167",".129",".289",".226",".251","","57","-0.3","-2.2","-1.9","-0.3","9113"
"J.J. Bleday","MIA","65","238","5","21","16","4","12.6%","28.2%",".142",".216",".167",".277",".309",".266","","72","0.8","-7.1","-3.8","-0.3","26368"
"Brandon Finnegan","- - -","63","80","0","4","2","0","3.8%","27.5%",".029",".128",".087",".125",".116",".112","","-41","0.0","-14.3","8.8","-0.3","16208"
"Steven Baron","- - -","13","26","0","0","1","0","0.0%","38.5%",".038",".188",".115",".115",".154",".114","","-32","-0.3","-4.6","0.8","-0.3","9787"
"Kristopher Negron","- - -","117","253","3","26","15","5","7.5%","25.7%",".057",".252",".189",".264",".247",".232","","39","2.1","-16.4","5.5","-0.3","5306"
"Keyvius Sampson","CIN","31","24","0","1","0","0","0.0%","70.8%",".000",".000",".000",".000",".000",".000","","-100","0.0","-6.2","2.5","-0.3","10039"
"Brett Hayes","CLE","14","36","3","4","6","0","8.3%","19.4%",".281",".091",".156",".229",".438",".286","","76","0.1","-0.9","-3.2","-0.3","4293"
"Ryan Strausborger","TEX","31","51","1","9","3","2","5.9%","21.6%",".067",".229",".200",".240",".267",".223","","31","0.9","-3.2","-1.4","-0.3","10937"
"Jeter Downs","BOS","14","41","1","4","4","0","2.4%","51.2%",".103",".278",".154",".171",".256",".184","","7","0.5","-3.8","-0.5","-0.3","22202"
"Esteury Ruiz","- - -","17","36","0","3","2","1","2.8%","19.4%",".086",".214",".171",".194",".257",".197","","25","-0.5","-3.7","-0.6","-0.3","21780"
"Carlos Tocci","TEX","66","135","0","11","5","0","5.2%","28.9%",".058",".329",".225",".271",".283",".246","","42","0.0","-9.3","1.5","-0.3","14558"
"Korey Lee","HOU","12","26","0","1","4","0","3.8%","34.6%",".080",".250",".160",".192",".240",".192","","19","-0.1","-2.5","-1.5","-0.3","25543"
"Chris Heisey","- - -","154","306","12","34","31","0","10.8%","27.1%",".179",".227",".194",".284",".373",".284","","73","0.4","-10.0","-3.2","-0.3","3978"
"Nick Buss","LAA","36","90","1","7","8","2","6.7%","26.7%",".148",".259",".198",".247",".346",".254","","57","-0.8","-5.5","-0.8","-0.3","6835"
"Ronny Rodriguez","DET","146","500","19","46","63","5","4.6%","24.8%",".176",".254",".221",".254",".396",".272","","66","0.8","-20.1","-0.6","-0.3","11875"
"Mike Siani","CIN","9","24","0","1","0","0","0.0%","29.2%",".000",".235",".167",".167",".167",".147","","-19","-0.2","-3.5","-0.5","-0.3","22557"
"Yadiel Hernandez","WSN","218","644","19","66","79","5","6.5%","22.5%",".145",".321",".267",".315",".412",".315","","98","-6.7","-8.4","-16.4","-0.3","19334"
"David DeJesus","- - -","112","317","5","27","30","3","6.6%","16.4%",".097",".266",".233",".297",".330",".278","","75","-1.4","-10.4","-3.1","-0.3","1825"
"Erick Mejia","KCR","17","43","0","4","4","1","9.3%","32.6%",".056",".261",".167",".244",".222",".212","","20","0.3","-4.0","-1.1","-0.3","15817"
"Rich Hill","- - -","153","152","0","3","7","0","0.7%","39.5%",".014",".181",".106",".123",".120",".109","","-37","0.0","-26.4","18.2","-0.3","4806"
"John Mayberry","NYM","59","119","3","8","9","1","7.6%","27.7%",".155",".203",".164",".227",".318",".240","","51","0.3","-6.5","-0.4","-0.3","3390"
"Kevin Cron","ARI","47","98","6","12","16","0","5.1%","35.7%",".250",".188",".170",".245",".420",".278","","67","-0.4","-4.5","-2.2","-0.3","16211"
"Alec Mills","- - -","71","54","0","1","0","0","0.0%","64.8%",".020",".200",".060",".060",".080",".060","","-72","0.0","-11.9","6.7","-0.3","13834"
"Jeff Hoffman","- - -","138","86","0","4","3","0","0.0%","36.0%",".013",".217",".130",".130",".143",".118","","-46","0.0","-16.5","10.3","-0.3","17432"
"Lenyn Sosa","CHW","11","36","1","3","1","0","2.8%","33.3%",".114",".136",".114",".139",".229",".161","","-4","-0.1","-4.3","-0.1","-0.3","22896"
"Jesmuel Valentin","PHI","46","89","1","8","6","0","9.0%","27.0%",".127",".236",".177",".258",".304",".250","","53","0.5","-4.7","-1.4","-0.3","14548"
"Willians Astudillo","- - -","190","588","16","63","70","1","1.9%","4.8%",".128",".256",".267",".291",".396",".294","","84","-5.9","-17.6","-6.4","-0.3","15608"
"Elieser Hernandez","MIA","90","53","0","1","0","0","1.9%","45.3%",".000",".100",".045",".067",".045",".054","","-70","0.0","-11.6","6.5","-0.3","16933"
"Ryan Jackson","LAA","22","14","0","0","0","0","7.1%","35.7%",".000",".000",".000",".100",".000",".069","","-68","-0.3","-3.0","-0.7","-0.3","6596"
"Nick Pratto","KCR","49","182","7","18","20","0","10.4%","36.3%",".203",".250",".184",".271",".386",".287","","82","-1.5","-5.2","-3.9","-0.3","22117"
"Jose Tabata","PIT","27","41","0","2","4","0","4.9%","17.1%",".000",".355",".289",".341",".289",".287","","81","-1.9","-2.8","-1.7","-0.4","2411"
"Eduardo Rodriguez","- - -","176","29","0","1","0","0","0.0%","44.8%",".000",".000",".000",".000",".000",".000","","-100","0.0","-8.0","3.4","-0.4","13164"
"Kevin Smith","- - -","65","187","3","11","14","4","5.3%","28.3%",".117",".214",".164",".212",".281",".217","","39","-0.2","-13.3","3.8","-0.4","20242"
"Hector Olivera","ATL","30","108","2","6","13","0","5.6%","15.7%",".133",".272",".245",".296",".378",".293","","83","-0.1","-2.4","-4.4","-0.4","17528"
"Luke Raley","- - -","55","144","3","12","8","0","6.3%","34.0%",".094",".276",".189",".278",".283",".254","","63","0.2","-6.4","-1.9","-0.4","19354"
"Yu Darvish","- - -","159","154","1","4","5","0","1.9%","50.6%",".043",".190",".092",".116",".135",".112","","-38","0.0","-27.4","18.7","-0.4","13074"
"Richie Palacios","CLE","54","123","0","7","10","2","7.3%","16.3%",".054",".280",".232",".293",".286",".258","","65","0.3","-4.6","-2.8","-0.4","24589"
"Colin Walsh","MIL","38","63","0","4","2","0","23.8%","34.9%",".021",".160",".085",".317",".106",".237","","40","-0.6","-5.3","-0.3","-0.4","10961"
"Aaron Nola","PHI","204","318","0","15","12","0","6.6%","49.7%",".022",".211",".089",".156",".111",".131","","-28","-0.1","-51.3","37.6","-0.4","16149"
"Jhonatan Solano","MIA","7","21","0","1","2","0","4.8%","4.8%",".050",".053",".050",".095",".100",".093","","-52","0.2","-3.5","-0.6","-0.4","7515"
"Scott Feldman","- - -","79","42","0","0","0","0","0.0%","45.2%",".000",".105",".053",".053",".053",".046","","-86","0.0","-10.1","4.9","-0.4","6283"
"Josh Thole","TOR","68","188","1","12","9","0","8.5%","19.7%",".048",".221",".180",".253",".228",".221","","32","-1.5","-16.7","6.8","-0.4","9689"
"Jared Oliva","PIT","26","59","0","4","2","3","5.1%","27.1%",".036",".250",".179",".220",".214",".188","","13","1.0","-5.6","-0.3","-0.4","19968"
"Greg Deichmann","CHC","14","31","0","0","1","0","3.2%","45.2%",".000",".250",".133",".161",".133",".136","","-20","0.2","-4.6","-0.2","-0.4","19872"
"Chad Kuhl","- - -","132","129","0","5","4","0","2.3%","31.8%",".018",".153",".097",".121",".115",".107","","-42","0.0","-23.1","15.2","-0.4","14975"
"Williams Perez","ATL","34","53","0","2","0","0","3.8%","34.0%",".000",".074",".044",".085",".044",".067","","-65","0.0","-10.9","5.6","-0.4","11592"
"Alberto Rosario","STL","23","44","0","3","2","0","4.5%","13.6%",".049",".200",".171",".209",".220",".192","","15","-0.9","-5.6","0.5","-0.4","7125"
"Gavin Cecchini","NYM","36","89","1","6","9","0","4.5%","23.6%",".084",".279",".217",".270",".301",".248","","53","-0.9","-6.3","-0.5","-0.4","17005"
"Andrew Susac","- - -","79","209","4","18","16","0","8.6%","31.6%",".132",".275",".195",".268",".326",".264","","65","-1.2","-10.0","-0.4","-0.4","13132"
"Colton Welker","COL","19","40","0","7","2","0","7.5%","27.5%",".027",".269",".189",".250",".216",".215","","17","-0.6","-4.9","-0.3","-0.4","19961"
"Chris Paddack","- - -","67","88","0","3","2","0","1.1%","51.1%",".000",".188",".078",".101",".078",".084","","-53","0.0","-17.5","10.7","-0.4","20099"
"Darnell Sweeney","- - -","39","102","3","9","11","0","14.7%","26.5%",".172",".211",".172",".294",".345",".287","","79","-0.3","-2.8","-3.9","-0.4","13284"
"Alex Mejia","STL","29","49","1","6","3","0","4.1%","26.5%",".065",".125",".109",".146",".174",".143","","-18","0.1","-7.4","1.8","-0.4","13877"
"Joshua Fuentes","COL","149","443","12","52","57","2","3.4%","25.7%",".134",".302",".243",".269",".377",".275","","56","3.6","-21.6","2.8","-0.4","16885"
"Jason Bourgeois","CIN","68","212","3","28","14","3","6.6%","15.6%",".092",".275",".240",".294",".332",".278","","72","1.2","-5.8","-4.4","-0.4","2225"
"Meibrys Viloria","- - -","93","276","3","22","24","0","8.7%","33.0%",".082",".297",".201",".270",".283",".246","","50","-0.3","-17.4","3.1","-0.4","17109"
"Tommy Joseph","PHI","249","880","43","98","116","2","6.3%","23.2%",".214",".274",".247",".297",".460",".320","","95","-6.4","-11.9","-21.1","-0.4","10349"
"Tony Renda","- - -","33","67","0","5","3","0","7.5%","16.4%",".033",".224",".183",".246",".217",".213","","24","-0.9","-7.2","1.3","-0.4","13443"
"Jackson Frazier","- - -","247","852","29","104","98","8","10.8%","28.9%",".190",".312",".238",".329",".427",".325","","105","-4.8","0.6","-32.3","-0.4","15983"
"Daniel Descalso","- - -","551","1513","38","181","183","10","12.5%","23.6%",".154",".282",".228",".327",".383",".309","","83","4.3","-28.1","-24.3","-0.4","8392"
"John Gant","- - -","175","68","2","2","3","0","0.0%","36.8%",".105",".000",".035",".035",".140",".071","","-62","0.0","-14.2","8.1","-0.4","13684"
"Cody Ross","OAK","9","25","0","3","3","0","12.0%","24.0%",".000",".125",".091",".200",".091",".153","","-12","0.0","-3.2","-1.3","-0.4","1760"
"Micah Johnson","- - -","61","131","0","13","4","4","6.9%","26.7%",".034",".321",".224",".291",".259",".252","","55","1.2","-5.7","-2.4","-0.4","13809"
"Robert Stephenson","- - -","212","42","0","1","0","0","2.4%","52.4%",".000",".071",".028",".054",".028",".042","","-86","0.0","-10.2","4.9","-0.4","13594"
"Jeff Locke","- - -","68","104","0","1","2","0","3.8%","42.3%",".011",".163",".080",".121",".092",".102","","-46","0.0","-18.3","11.1","-0.4","2929"
"Richard Urena","TOR","91","263","2","20","14","3","5.7%","31.6%",".083",".378",".253",".300",".336",".279","","72","-0.5","-9.7","-3.6","-0.4","16411"
"Jorge De La Rosa","- - -","179","96","0","6","9","0","3.1%","33.3%",".000",".182",".115",".154",".115",".127","","-48","0.0","-17.0","10.2","-0.4","2047"
"Owen Miller","CLE","190","674","10","70","69","4","6.1%","21.8%",".107",".282",".231",".283",".338",".273","","74","-1.4","-21.8","-4.4","-0.4","24655"
"Paul Janish","BAL","42","99","0","7","6","0","4.0%","12.1%",".043",".222",".196",".235",".239",".212","","24","1.3","-7.9","0.3","-0.4","7412"
"Brendan Ryan","- - -","64","117","0","11","8","0","4.3%","30.8%",".092",".315",".211",".252",".303",".244","","48","0.5","-6.7","-1.2","-0.4","6073"
"Steve Lombardozzi","- - -","14","19","0","1","0","0","5.3%","31.6%",".000",".000",".000",".053",".000",".036","","-85","-0.5","-4.9","0.2","-0.4","5422"
"Carlos Asuaje","SDP","175","586","6","45","42","1","9.0%","21.5%",".088",".304",".240",".312",".329",".284","","75","-2.1","-20.0","-3.1","-0.4","15197"
"Jonny Gomes","- - -","95","262","7","29","26","1","11.8%","30.9%",".133",".293",".213",".313",".347",".294","","84","-0.1","-5.1","-7.0","-0.4","1845"
"Tyler Anderson","- - -","150","184","2","11","5","0","4.9%","51.1%",".038",".210",".095",".149",".133",".133","","-38","-0.1","-31.8","21.6","-0.4","12880"
"Freddy Peralta","MIL","118","88","0","2","2","0","1.1%","46.6%",".000",".163",".083",".094",".083",".080","","-59","0.0","-17.7","10.7","-0.4","18679"
"Jameson Taillon","- - -","143","155","0","2","5","0","1.3%","36.8%",".007",".190",".110",".123",".118",".108","","-41","0.0","-27.3","18.2","-0.4","11674"
"Dan Straily","- - -","111","172","0","6","3","0","6.4%","53.5%",".014",".217",".072",".147",".087",".119","","-37","0.0","-29.7","19.8","-0.4","9460"
"Tyler Mahle","- - -","121","149","0","6","1","0","4.7%","33.6%",".016",".133",".080",".135",".096",".113","","-43","0.0","-27.3","18.1","-0.4","16358"
"Domonic Brown","PHI","63","204","5","19","25","3","6.9%","17.6%",".122",".257",".228",".284",".349",".280","","74","-2.0","-8.2","-2.2","-0.4","3154"
"Joseph Odom","- - -","20","46","0","2","2","0","8.7%","45.7%",".000",".250",".122",".200",".122",".160","","-2","-0.5","-6.3","0.1","-0.4","15535"
"Taylor Featherston","- - -","137","244","4","31","16","7","5.7%","29.5%",".096",".212",".160",".221",".256",".213","","30","2.9","-17.1","4.9","-0.4","12590"
"Kyle Kubitza","LAA","19","39","0","6","1","0","7.7%","38.5%",".000",".333",".194",".256",".194",".211","","30","-0.7","-3.9","-1.5","-0.4","12148"
"Jesus Montero","SEA","38","116","5","11","19","0","3.4%","27.6%",".188",".267",".223",".250",".411",".284","","81","-1.7","-4.3","-3.6","-0.4","5514"
"Joaquin Arias","SFG","40","59","1","5","4","1","0.0%","20.3%",".069",".244",".207",".207",".276",".209","","29","0.1","-4.8","-1.2","-0.4","3817"
"Rafael Bautista","WSN","26","33","0","3","0","0","6.1%","18.2%",".000",".160",".129",".182",".129",".148","","-17","-0.4","-5.4","-0.1","-0.4","15769"
"Andrew Lambo","- - -","21","28","0","1","0","0","7.1%","28.6%",".038",".056",".038",".107",".077",".094","","-51","0.2","-4.8","-0.3","-0.4","5386"
"Bligh Madris","PIT","39","123","1","10","7","2","8.1%","25.2%",".088",".235",".177",".244",".265",".231","","45","0.5","-7.4","-1.0","-0.4","20054"
"Andy Young","ARI","70","138","7","16","19","0","8.0%","39.9%",".256",".304",".205",".319",".462",".336","","108","-1.3","0.1","-9.3","-0.4","19521"
"Everth Cabrera","BAL","29","105","0","7","4","2","4.8%","21.0%",".021",".263",".208",".250",".229",".217","","29","0.0","-8.6","1.0","-0.4","8155"
"Reid Brignac","- - -","30","46","0","5","1","0","6.5%","28.3%",".048",".241",".167",".222",".214",".199","","18","0.2","-4.4","-1.4","-0.4","8380"
"Jeff Francoeur","- - -","244","674","20","67","79","2","4.9%","24.8%",".150",".314",".256",".291",".406",".299","","86","-2.7","-14.3","-10.8","-0.4","4792"
"Joey Lucchesi","- - -","70","104","0","3","2","0","5.8%","61.5%",".000",".172",".054",".111",".054",".086","","-54","0.0","-20.5","12.7","-0.4","19320"
"Xavier Scruggs","- - -","41","112","1","6","12","1","4.5%","26.8%",".077",".315",".231",".286",".308",".265","","66","-2.1","-6.7","-1.1","-0.4","7409"
"Joe Musgrove","- - -","193","159","0","12","4","0","1.9%","34.6%",".051",".238",".145",".162",".196",".155","","-8","0.0","-22.0","12.4","-0.5","12970"
"Khalil Lee","NYM","13","20","1","3","4","0","0.0%","65.0%",".200",".167",".100",".100",".300",".166","","8","0.1","-2.4","-2.9","-0.5","19952"
"Matt Davidson","- - -","280","1025","51","101","145","0","7.6%","34.8%",".210",".288",".219",".286",".429",".306","","92","-7.0","-17.5","-22.2","-0.5","7226"
"Phil Gosselin","- - -","447","1056","16","118","100","9","6.5%","21.8%",".102",".313",".252",".305",".353",".288","","76","3.5","-27.1","-11.7","-0.5","10953"
"Johnny Monell","NYM","27","52","0","5","4","0","7.7%","25.0%",".042",".229",".167",".231",".208",".203","","26","-1.1","-5.6","-0.3","-0.5","2783"
"Gordon Beckham","- - -","304","824","17","83","67","6","7.6%","21.4%",".128",".249",".209",".278",".338",".269","","65","-1.9","-37.3","4.8","-0.5","9015"
"Hoy Park","- - -","68","210","5","23","20","2","10.5%","25.2%",".145",".250",".201",".291",".346",".280","","74","-0.2","-6.9","-4.5","-0.5","18027"
"Sherten Apostel","TEX","7","21","0","1","0","0","4.8%","42.9%",".050",".182",".100",".143",".150",".134","","-25","0.2","-3.0","-2.5","-0.5","21794"
"Sebastian Rivero","KCR","34","73","0","3","4","0","6.8%","34.2%",".030",".268",".167",".236",".197",".203","","21","0.0","-6.8","-0.2","-0.5","21735"
"Alex Wood","- - -","175","253","0","6","10","1","4.7%","50.6%",".009",".233",".093",".142",".103",".118","","-32","-0.3","-42.0","29.1","-0.5","13781"
"Steven Moya","DET","40","125","5","10","11","0","6.4%","38.4%",".216",".359",".241",".288",".457",".315","","96","-0.7","-1.3","-7.5","-0.5","11854"
"Chris Marrero","SFG","15","41","1","2","5","0","4.9%","22.0%",".079",".138",".132",".171",".211",".168","","-2","-0.6","-6.0","-0.1","-0.5","2852"
"Tom Koehler","- - -","92","141","0","3","5","0","2.1%","50.4%",".008",".235",".098",".120",".107",".104","","-41","0.0","-24.3","15.2","-0.5","6570"
"Anthony DeSclafani","- - -","151","272","1","6","10","0","2.9%","51.8%",".024",".255",".113",".141",".138",".126","","-32","-0.1","-44.9","31.3","-0.5","13050"
"Derek Fisher","- - -","172","466","17","63","53","10","10.7%","35.4%",".183",".273",".195",".285",".378",".286","","78","0.3","-12.1","-8.6","-0.5","16192"
"Ronald Guzman","- - -","246","832","31","91","104","3","8.8%","29.2%",".186",".287",".225",".302",".410",".306","","83","-3.1","-20.6","-13.5","-0.5","14388"
"JT Riddle","- - -","252","797","19","72","80","1","4.9%","21.7%",".132",".263",".223",".261",".354",".263","","64","-3.9","-40.9","8.8","-0.5","17642"
"Drew Smyly","- - -","128","65","0","1","0","0","1.5%","43.1%",".000",".088",".048",".063",".048",".053","","-77","0.0","-14.9","7.9","-0.5","11760"
"Jose Godoy","- - -","26","62","0","5","4","0","8.1%","37.1%",".018",".206",".123",".194",".140",".161","","-1","-0.2","-7.7","0.9","-0.5","15808"
"Gregorio Petit","- - -","135","337","2","35","25","4","7.1%","24.0%",".085",".310",".235",".290",".319",".267","","66","-2.0","-15.7","-0.2","-0.5","3812"
"Heliot Ramos","SFG","9","22","0","4","0","0","9.1%","27.3%",".000",".143",".100",".182",".100",".143","","-13","0.1","-2.8","-2.5","-0.5","22515"
"Rocky Gale","- - -","22","37","1","2","2","0","0.0%","29.7%",".081",".120",".108",".108",".189",".124","","-30","-0.5","-6.5","0.6","-0.5","10533"
"Drew Robinson","- - -","100","253","9","32","22","2","11.9%","40.3%",".157",".321",".202",".296",".359",".289","","70","0.0","-9.2","-4.1","-0.5","11761"
"Matt Moore","- - -","205","110","0","5","4","0","1.8%","40.9%",".000",".170",".092",".110",".092",".093","","-50","0.0","-21.2","12.7","-0.5","1890"
"Brandon Barnes","- - -","173","411","3","42","27","5","6.3%","24.8%",".096",".326",".243",".299",".340",".279","","58","2.1","-18.6","1.3","-0.5","629"
"Mike Bolsinger","- - -","38","49","0","1","0","0","0.0%","61.2%",".021",".059",".021",".021",".043",".027","","-93","0.0","-11.3","5.1","-0.5","11137"
